DATE,CURRENCY,COUNTRY_CODE,CAMPAIGN_ID,CAMPAIGN_NAME,PRODUCT,CHANNEL_3,CHANNEL_4,CHANNEL_5,TOTAL_IMPRESSIONS,TOTAL_CLICKS,TOTAL_SPEND,TOTAL_LEADS,TOTAL_FAKE_LEADS,TOTAL_SQLS,TOTAL_MEETING_DONE,TOTAL_SIGNED_LEADS,TOTAL_POS_LITE_DEALS
2022-03-13,EUR,GB,11348193304807181773,unknown,pos lite,,,,,,,5,4,11,10,3,5
2022-04-01,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,1,0,4,4,6,3
2022-05-23,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,38180,59,286,2,1,8,8,9,2
2022-05-13,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,2970,120,22,2,2,10,9,9,4
2022-01-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,16,0,0,10,9,0,0,4,1
2022-04-15,EUR,GB,614070495,bing-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,17140,24,48,0,0,11,10,0,7
2022-01-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,1,1,9,8,2,2
2022-05-29,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,11,9,0,0,9,3
2022-02-11,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1638,12,16,9,8,8,8,1,6
2022-03-23,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,1,1,0,0,0,1
2022-05-18,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,35172,82,341,1,1,11,10,1,3
2022-02-21,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,661,5,6,8,6,8,7,5,2
2022-05-28,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,81,2,0,4,3,11,10,5,3
2022-01-08,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,16,0,0,0,0,1,1,7,3
2022-05-17,EUR,CH,614070523,bing-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,64,0,0,9,8,11,10,1,6
2022-01-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,2,2,11,10,3,1
2022-03-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,14,12,0,0,0,0
2022-05-17,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,15288,72,228,11,10,3,3,6,7
2022-05-22,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,39537,54,189,7,6,0,0,9,5
2022-01-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,36,0,0,7,6,9,8,1,5
2022-05-29,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,2,2,7,6,6,7
2022-05-30,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,8,7,9,9,1,3
2022-03-06,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,63,0,1,13,11,3,3,8,3
2022-03-19,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2970,17,22,14,12,2,2,9,1
2022-05-20,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,6957,18,35,0,0,11,10,7,5
2022-02-01,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1377,3,13,12,11,3,2,3,5
2022-05-13,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,7263,21,37,7,6,7,6,3,6
2022-05-15,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,12894,216,113,9,8,8,8,7,5
2022-01-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,60,0,0,0,0,7,7,6,7
2022-05-24,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,518,0,5,12,11,2,2,6,2
2022-01-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,159,0,2,5,4,4,4,0,4
2022-01-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,10,9,4,4,3,0
2022-02-22,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,460,0,8,6,5,8,7,1,3
2022-02-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,13,11,5,5,5,1
2022-05-22,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,7662,21,48,8,7,5,5,6,2
2022-05-16,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,27723,45,114,8,7,11,10,3,5
2022-02-09,EUR,GB,11671642321390656147,unknown,pos lite,,,,,,,7,6,1,0,7,3
2022-05-10,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,12738,56,212,9,7,1,1,3,3
2022-02-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4326,24,33,12,10,2,2,7,5
2022-05-25,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,32847,63,156,1,1,3,3,6,4
2022-02-08,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2445,6,20,9,7,7,6,5,5
2022-02-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,0,0,6,5,2,0
2022-05-31,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,2,2,6,5,9,7
2022-05-28,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,998,3,5,1,0,2,1,0,2
2022-05-29,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,7456,16,89,10,9,10,9,2,6
2022-02-28,EUR,GB,11348193304807181773,unknown,pos lite,,,,,,,9,8,10,9,0,5
2022-02-25,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5,0,0,10,8,9,8,7,1
2022-02-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,50,0,0,14,12,9,8,7,3
2022-05-24,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,39885,69,192,7,6,7,7,3,5
2022-05-24,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,6,5,3,3,6,0
2022-05-17,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,12,10,0,0,5,0
2022-03-25,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,15024,152,93,7,6,3,3,8,7
2022-02-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,10,1,0,8,7,0,0,5,3
2022-05-03,EUR,GB,614070495,bing-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,,bing-shopping prospecting generic,1596,4,14,6,6,5,4,5,7
2022-05-07,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1736,6,6,0,0,11,10,6,4
2022-05-14,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,42956,64,299,7,6,9,8,3,6
2022-05-30,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,11,9,3,3,4,0
2022-05-27,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,13508,28,64,14,12,4,4,5,3
2022-02-22,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,7,6,11,10,2,1
2022-05-28,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,2,1,4,3,8,1
2022-05-19,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,10479,15,85,13,11,10,9,4,6
2022-05-25,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,9878,34,47,1,0,0,0,4,4
2022-01-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,110,2,1,12,11,1,1,2,3
2022-02-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,9,0,0,3,2,3,3,7,5
2022-04-20,EUR,GB,614070495,bing-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,2724,8,28,4,3,8,7,2,7
2022-05-14,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,13594,44,81,3,3,0,0,2,3
2022-05-14,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,26688,48,113,7,6,11,10,6,6
2022-02-05,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,22,0,0,7,6,7,7,1,4
2022-05-10,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,5422,132,45,12,10,0,0,3,3
2022-05-17,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,2224,62,19,7,6,4,4,4,3
2022-05-29,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,5860,7,32,3,3,2,1,4,3
2022-01-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,9176,100,72,12,11,1,1,3,7
2022-02-20,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,8,0,0,1,1,10,9,6,7
2022-02-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2004,14,11,13,12,8,7,2,4
2022-04-17,EUR,IE,21182413864,search-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,1042,9,73,9,8,9,8,0,2
2022-05-10,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,70088,256,463,9,8,6,6,8,7
2022-05-30,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,7528,64,79,14,12,1,1,6,7
2022-02-25,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,314,0,5,0,0,0,0,4,4
2022-05-28,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,7368,75,163,13,11,3,3,4,5
2022-03-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,798,3,10,1,1,2,2,5,6
2022-02-13,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,6,5,6,6,6,0
2022-05-22,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,8,7,0,0,2,1
2022-01-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,4,3,6,6,0,0
2022-01-11,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2204,17,14,4,4,4,3,1,2
2022-05-28,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1403,4,4,9,8,9,8,2,1
2022-05-15,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,3555,9,13,4,4,4,3,4,5
2022-05-29,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,1,1,5,4,9,0
2022-01-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4564,28,30,13,11,8,8,8,7
2022-05-27,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,26240,80,177,12,11,9,8,4,7
2022-01-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3279,21,35,11,10,3,3,7,6
2022-03-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,104,0,2,4,3,5,5,6,6
2022-03-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5,0,0,1,1,5,5,5,2
2022-04-18,EUR,GB,614070495,bing-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,545,1,3,2,2,3,3,9,2
2022-05-31,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,2,2,4,4,9,0
2022-05-13,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,6596,22,26,2,2,1,1,2,4
2022-05-28,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1768,0,7,8,7,3,2,9,7
2022-05-12,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,48596,192,269,6,5,11,10,0,7
2022-01-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,156,0,1,8,7,2,1,6,3
2022-01-24,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,9,8,3,3,8,1
2022-01-31,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,10,9,7,6,2,1
2022-02-10,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,28,0,0,7,6,6,5,2,7
2022-05-24,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,8922,18,84,8,7,11,10,7,6
2022-04-01,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,22,0,0,12,10,3,2,0,3
2022-05-17,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,2898,5,16,11,9,9,9,0,2
2022-04-12,EUR,IE,21182413864,search-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,2550,18,114,8,7,10,9,7,5
2022-01-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,14,12,2,2,1,1
2022-05-15,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,9096,24,41,9,8,0,0,1,3
2022-04-12,EUR,CH,21178981397,search-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,2448,8,191,3,2,9,8,7,7
2022-02-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,184,0,2,5,4,1,1,9,6
2022-05-23,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,17412,32,103,3,2,5,4,5,6
2022-05-09,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,54964,146,254,8,7,3,3,5,3
2022-01-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1880,6,16,13,11,4,4,4,3
2022-03-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,2,1,11,10,3,0
2022-05-04,EUR,GB,614070495,bing-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,165,0,0,14,12,1,1,6,4
2022-05-22,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,1341,12,22,11,10,11,10,7,5
2022-02-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3368,20,28,10,9,3,3,6,7
2022-05-28,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,2868,20,41,12,10,7,7,8,6
2022-05-29,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,10,9,6,5,3,1
2022-01-07,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5289,18,29,12,10,5,4,6,5
2022-02-18,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,14,12,1,1,6,3
2022-03-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,11,10,10,9,4,1
2022-02-20,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5439,21,44,2,1,8,8,5,5
2022-02-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4655,14,38,4,3,6,6,3,2
2022-02-06,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,117,0,2,3,2,6,5,5,6
2022-02-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,102,0,1,11,9,8,8,7,5
2022-03-18,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2,0,0,2,1,8,7,6,2
2022-05-11,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,113424,234,462,6,5,10,9,8,5
2022-01-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,181,1,2,5,4,5,4,1,2
2022-05-17,EUR,GB,21182413861,search-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,0,0,0,14,12,5,4,0,0
2022-05-23,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,17592,56,91,12,10,9,8,8,7
2022-05-27,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,120132,252,1105,14,12,3,3,7,7
2022-05-18,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,9,8,1,0,0,1
2022-05-27,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,2,1,10,9,1,1
2022-05-27,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,47106,105,268,4,4,8,7,2,5
2022-05-10,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,35664,42,355,0,0,2,2,6,5
2022-01-18,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2252,4,26,0,0,3,3,9,6
2022-05-25,EUR,GB,21182413861,search-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,14601,12,36,10,8,4,3,2,5
2022-01-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3542,16,31,13,12,1,1,9,3
2022-05-09,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,2,2,4,4,2,0
2022-05-23,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,4194,24,39,3,2,8,7,1,3
2022-04-30,EUR,CH,614070523,bing-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,56,2,1,12,10,2,2,1,3
2022-05-08,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,25296,36,130,4,3,1,1,5,6
